"Gene","Expression"
"TERF2IP",6374.986
"TERF2",1220.7705
"TERT",3.1267
"TESC",291.2339
"TESK1",1037.1859
"TESK2",161.6974
"TES",31.2406
"TET1",60.7482
"TET2",396.2032
"TET3",598.995
"TEX101",0
"TEX10",315.3546
"TEX11",0
"TEX12",0.8934
"TEX13A",0
"TEX13B",0
"TEX14",10.7203
"TEX15",59.4082
"TEX19",0
"TEX261",1258.2915
"TEX264",787.493
"TEX28",0
"TEX2",2504.5226
"TEX9",39.7543
"TFAMP1",5.3601
"TFAM",286.7672
"TFAP2A",48.2412
"TFAP2B",0.4467
"TFAP2C",3.1267
"TFAP2D",0.4467
"TFAP2E",75.4886
"TFAP4",155.4439
"TFB1M",146.957
"TFB2M",180.9045
"TFCP2L1",20.5472
"TFCP2",520.8264
"TFDP1",967.0575
"TFDP2",107.6494
"TFDP3",0
"TFE3",2024.3439
"TFEB",419.4305
"TFEC",18.7605
"TFF1",0
"TFF2",0
"TFF3",0.8934
"TFG",1278.392
"TFIP11",718.191
"TFPI2",1.7867
"TFPI",31.7141
"TFPT",578.3674
"TFR2",193.8582
"TFRC",1997.5433
"TF",9627.2473
"TGDS",63.4283
"TGFA",195.6449
"TGFB1I1",54.048
"TGFB1",243.8861
"TGFB2",393.9698
"TGFB3",272.9202
"TGFBI",208.5985
"TGFBR1",297.9341
"TGFBR2",523.0597
"TGFBR3",324.7348
"TGFBRAP1",386.3763
"TGIF1",71.4685
"TGIF2LX",0
"TGIF2LY",0
"TGIF2",123.5332
"TGM1",17.4204
"TGM2",810.7203
"TGM3",8.4869
"TGM4",0.4467
"TGM5",0.8934
"TGM6",0
"TGM7",0
"TGOLN2",5946.1753
"TGS1",226.019
"TG",93.3557
"TH1L",1016.6387
"THADA",299.2741
"THAP10",242.9927
"THAP11",639.196
"THAP1",113.9028
"THAP2",158.124
"THAP3",283.2697
"THAP4",915.6896
"THAP5",598.995
"THAP6",122.3897
"THAP7",373.8693
"THAP8",141.1502
"THAP9",130.8766
"THBD",118.3696
"THBS1",273.8135
"THBS2",1206.0302
"THBS3",152.3484
"THBS4",438.191
"THEG",3.1267
"THEM4",271.5801
"THEM5",12.0603
"THEMIS",149.1904
"THG1L",47.3479
"THNSL1",265.3266
"THNSL2",329.2016
"THOC1",233.1658
"THOC2",682.9704
"THOC3",879.5087
"THOC4",406.4768
"THOC5",330.5416
"THOC6",113.8626
"THOC7",704.4109
"THOP1",1424.0089
"THPO",45.1145
"THRAP3",2285.6505
"THRA",7743.1513
"THRB",2690.7873
"THRSP",0
"THSD1P1",241.206
"THSD1",157.6773
"THSD4",374.316
"THSD7A",242.0994
"THSD7B",16.0804
"THTPA",722.2245
"THUMPD1",894.249
"THUMPD2",164.3774
"THUMPD3",659.2965
"THY1",18627.8057
"THYN1",1024.679
"TH",20.1005
"TIA1",959.464
"TIAF1",502.0838
"TIAL1",1075.1535
"TIAM1",1670.1284
"TIAM2",1563.2429
"TICAM1",416.3037
"TICAM2",67.895
"TIE1",548.5204
"TIFAB",0
"TIFA",56.2814
"TIGD1",150.9771
"TIGD2",78.1686
"TIGD3",104.9693
"TIGD4",16.5271
"TIGD5",135.7901
"TIGD6",108.5427
"TIGD7",278.1329
"TIGIT",3.1267
"TIMD4",0.4467
"TIMELESS",169.2909
"TIMM10",345.7286
"TIMM13",766.048
"TIMM16",174.182
"TIMM17A",1341.3735
"TIMM17B",563.7074
"TIMM22",465.4383
"TIMM44",578.4478
"TIMM50",967.9509
"TIMM8A",99.6092
"TIMM8B",310.4411
"TIMM9",284.9805
"TIMP1",117.9229
"TIMP2",7856.1697
"TIMP3",5274.8185
"TIMP4",239.4193
"TINAGL1",205.9185
"TINAG",1.7867
"TINF2",830.3741
"TIPARP",665.5098
"TIPIN",54.9414
"TIPRL",937.1301
"TIRAP",95.5891
"TJAP1",580.2345
"TJP1",3011.0553
"TJP2",2401.34
"TJP3",1.34
"TK1",20.9939
"TK2",1102.4009
"TKTL1",4.4668
"TKTL2",0
"TKT",3527.4149
"TLCD1",142.9369
"TLE1",980.9045
"TLE2",482.4121
"TLE3",682.5237
"TLE4",1021.5522
"TLE6",12.9537
"TLK1",1488.3305
"TLK2",559.6873
"TLL1",51.8146
"TLL2",200.1117
"TLN1",2223.5623
"TLN2",5030.4858
"TLR10",17.4204
"TLR1",30.8208
"TLR2",97.8224
"TLR3",22.3339
"TLR4",515.9129
"TLR5",23.6739
"TLR6",9.3802
"TLR7",56.2814
"TLR8",14.7404
"TLR9",25.7822
"TLX1NB",12.9537
"TLX1",37.0743
"TLX2",4.0201
"TLX3",0
"TM2D1",374.316
"TM2D2",1006.3652
"TM2D3",1636.1809
"TM4SF18",30.3741
"TM4SF19",1.34
"TM4SF1",179.5645
"TM4SF20",1.7867
"TM4SF4",0
"TM4SF5",0
"TM6SF1",477.4986
"TM6SF2",9.6348
"TM7SF2",831.7141
"TM7SF3",1156.0022
"TM7SF4",1.7867
"TM9SF1",521.9966
"TM9SF2",2022.5572
"TM9SF3",3128.5315
"TM9SF4",2244.1094
"TMBIM1",1129.2016
"TMBIM4",473.3847
"TMBIM6",11440.7594
"TMC1",6.7002
"TMC2",4.4668
"TMC3",5.3601
"TMC4",7.5935
"TMC5",4.4668
"TMC6",571.3009
"TMC7",247.0128
"TMC8",52.708
"TMCC1",924.6231
"TMCC2",2328.5315
"TMCC3",459.1848
"TMCO1",1150.1954
"TMCO2",0
"TMCO3",631.1558
"TMCO4",85.7621
"TMCO5A",0
"TMCO6",119.7097
"TMCO7",394.4165
"TMED10P1",46.9012
"TMED10",3469.7934
"TMED1",258.2825
"TMED2",1947.0687
"TMED3",686.9905
"TMED4",742.8252
"TMED5",882.6354
"TMED6",3.1267
"TMED7-TICAM2",0
"TMED7",1526.7448
"TMED8",724.0648
"TMED9",1122.0547
"TMEFF1",944.9604
"TMEFF2",806.7002
"TMEM100",583.8079
"TMEM101",336.7951
"TMEM102",18.3138
"TMEM104",428.364
"TMEM105",1.34
"TMEM106A",17.4204
"TMEM106B",1799.665
"TMEM106C",431.4908
"TMEM107",201.005
"TMEM108",518.593
"TMEM109",809.8269
"TMEM110",123.7298
"TMEM111",896.4824
"TMEM114",0.4467
"TMEM115",833.9475
"TMEM116",137.1301
"TMEM117",148.7437
"TMEM119",185.3713
"TMEM11",301.9542
"TMEM120A",551.2004
"TMEM120B",579.1267
"TMEM121",154.1039
"TMEM123",1424.9023
"TMEM125",304.1876
"TMEM126A",271.5801
"TMEM126B",690.1173
"TMEM127",2306.1977
"TMEM128",428.364
"TMEM129",1234.1709
"TMEM130",9876.4936
"TMEM131",1159.5757
"TMEM132A",3533.6683
"TMEM132B",2153.4338
"TMEM132C",534.2267
"TMEM132D",851.368
"TMEM132E",287.6605
"TMEM133",99.6092
"TMEM134",244.7795
"TMEM135",315.8012
"TMEM136",596.7616
"TMEM138",190.2848
"TMEM139",18.7605
"TMEM140",200.7326
"TMEM141",535.12
"TMEM143",175.9911
"TMEM144",2445.1145
"TMEM145",572.1943
"TMEM146",0
"TMEM147",761.5857
"TMEM149",45.2753
"TMEM14A",946.5103
"TMEM14B",736.1251
"TMEM14C",1165.3825
"TMEM14E",0
"TMEM150A",183.5846
"TMEM150B",0
"TMEM150C",641.4294
"TMEM151A",1424.0089
"TMEM151B",5139.5064
"TMEM154",15.6337
"TMEM155",1159.5176
"TMEM156",13.847
"TMEM158",226.019
"TMEM159",86.6555
"TMEM160",129.5366
"TMEM161A",322.9481
"TMEM161B",245.6728
"TMEM163",333.2217
"TMEM164",341.7085
"TMEM165",573.981
"TMEM167A",2407.5935
"TMEM167B",1343.6069
"TMEM168",364.4891
"TMEM169",284.9805
"TMEM170A",504.2993
"TMEM170B",1623.2272
"TMEM171",25.9073
"TMEM173",108.5427
"TMEM174",0
"TMEM175",694.584
"TMEM176A",194.3049
"TMEM176B",300.6142
"TMEM177",276.0469
"TMEM178",1167.6159
"TMEM179B",274.7069
"TMEM179",99.1625
"TMEM17",150.9771
"TMEM180",429.2574
"TMEM181",1662.9816
"TMEM182",67.0017
"TMEM183A",1571.8593
"TMEM184A",4.096
"TMEM184B",2507.4484
"TMEM184C",602.1217
"TMEM185A",561.474
"TMEM185B",207.2585
"TMEM186",185.3713
"TMEM187",122.8364
"TMEM188",302.4009
"TMEM189-UBE2V1",0
"TMEM189",519.4863
"TMEM18",433.7152
"TMEM190",0.4467
"TMEM191A",48.2412
"TMEM192",557.9006
"TMEM194A",210.8319
"TMEM194B",26.354
"TMEM195",42.4344
"TMEM196",315.8012
"TMEM198",536.0134
"TMEM199",355.2205
"TMEM19",561.474
"TMEM200A",88.4422
"TMEM200B",59.3099
"TMEM200C",113.9028
"TMEM201",571.7476
"TMEM202",0
"TMEM203",908.096
"TMEM204",256.8398
"TMEM205",1248.4645
"TMEM206",521.7197
"TMEM207",0
"TMEM208",453.378
"TMEM209",290.3406
"TMEM20",121.0497
"TMEM211",0
"TMEM212",0
"TMEM213",0.8934
"TMEM214",844.2211
"TMEM215",16.0804
"TMEM216",107.2027
"TMEM217",13.1323
"TMEM218",149.6371
"TMEM219",1273.9252
"TMEM220",72.8085
"TMEM222",1095.254
"TMEM223",203.6851
"TMEM225",0
"TMEM229A",124.6231
"TMEM229B",768.7326
"TMEM22",413.177
"TMEM231",370.7024
"TMEM232",94.249
"TMEM233",35.2875
"TMEM25",1762.5907
"TMEM26",14.8967
"TMEM27",13.4003
"TMEM2",501.1725
"TMEM30A",6329.8716
"TMEM30B",12.507
"TMEM30C",0
"TMEM31",5.3601
"TMEM33",1314.1262
"TMEM35",1576.3261
"TMEM37",13.847
"TMEM38A",725.8515
"TMEM38B",99.6092
"TMEM39A",75.0419
"TMEM39B",233.6125
"TMEM40",2.6801
"TMEM41A",302.4009
"TMEM41B",765.6058
"TMEM42",288.1072
"TMEM43",897.8224
"TMEM44",165.7175
"TMEM45A",41.9877
"TMEM45B",18.7605
"TMEM47",1870.2401
"TMEM48",101.3959
"TMEM49",1110.8878
"TMEM50A",1499.0508
"TMEM50B",874.5952
"TMEM51",145.1703
"TMEM52",12.0603
"TMEM53",213.6817
"TMEM54",465.885
"TMEM55A",802.6801
"TMEM55B",1190.3964
"TMEM56",1235.6583
"TMEM57",751.7588
"TMEM59L",7790.9548
"TMEM59",3301.3959
"TMEM5",186.2647
"TMEM60",166.6108
"TMEM61",2.6801
"TMEM62",358.6823
"TMEM63A",1032.2725
"TMEM63B",1620.9939
"TMEM63C",1291.3456
"TMEM64",265.7733
"TMEM65",890.2289
"TMEM66",13527.6382
"TMEM67",133.11
"TMEM68",258.6265
"TMEM69",333.2217
"TMEM70",629.8157
"TMEM71",14.7404
"TMEM72",0
"TMEM74",44.6678
"TMEM79",96.9291
"TMEM80",391.2898
"TMEM81",112.5628
"TMEM82",0
"TMEM84",4.0201
"TMEM85",1452.5204
"TMEM86A",206.7761
"TMEM86B",112.5628
"TMEM87A",1042.5461
"TMEM87B",278.727
"TMEM88B",12.9537
"TMEM88",49.5812
"TMEM89",0
"TMEM8A",525.7398
"TMEM8B",1151.5355
"TMEM8C",0.8934
"TMEM90A",165.7175
"TMEM90B",931.3233
"TMEM91",150.0838
"TMEM92",1.34
"TMEM93",224.1608
"TMEM95",0
"TMEM97",564.3998
"TMEM98",573.5343
"TMEM99",118.3696
"TMEM9B",1695.1424
"TMEM9",2424.5673
"TMF1",697.7108
"TMIE",80.402
"TMIGD1",0
"TMIGD2",18.7605
"TMLHE",215.2987
"TMOD1",1459.6762
"TMOD2",13001.4517
"TMOD3",318.4813
"TMOD4",1.34
"TMPO",655.6069
"TMPPE",42.4344
"TMPRSS11A",0
"TMPRSS11BNL",0
"TMPRSS11B",0
"TMPRSS11D",0
"TMPRSS11F",0
"TMPRSS12",0
"TMPRSS13",0.4467
"TMPRSS15",0
"TMPRSS2",1.7867
"TMPRSS3",17.8671
"TMPRSS4",0
"TMPRSS5",388.6097
"TMPRSS6",2.6801
"TMPRSS7",0.4467
"TMPRSS9",8.938
"TMSB10",6349.0787
"TMSB15A",26.354
"TMSB15B",28.8777
"TMSB4Y",0
"TMSL3",11183.4729
"TMTC1",1342.2669
"TMTC2",532.44
"TMTC3",352.4288
"TMTC4",621.7755
"TMUB1",346.622
"TMUB2",1014.852
"TMX1",388.6097
"TMX2",2636.2926
"TMX3",1329.7599
"TMX4",1987.7164
"TNC",887.9955
"TNFAIP1",1537.3668
"TNFAIP2",228.2524
"TNFAIP3",171.0776
"TNFAIP6",23.2272
"TNFAIP8L1",320.268
"TNFAIP8L2",25.4606
"TNFAIP8L3",377.4428
"TNFAIP8",16.0804
"TNFRSF10A",8.0402
"TNFRSF10B",245.6728
"TNFRSF10C",20.1005
"TNFRSF10D",58.9615
"TNFRSF11A",48.2412
"TNFRSF11B",9.3802
"TNFRSF12A",13.4003
"TNFRSF13B",0.4467
"TNFRSF13C",6.2535
"TNFRSF14",313.8135
"TNFRSF17",0
"TNFRSF18",11.1669
"TNFRSF19",120.603
"TNFRSF1A",438.191
"TNFRSF1B",248.7996
"TNFRSF21",2014.0704
"TNFRSF25",146.957
"TNFRSF4",5.3601
"TNFRSF6B",58.4969
"TNFRSF8",4.4668
"TNFRSF9",1.34
"TNFSF10",89.7822
"TNFSF11",0
"TNFSF12-TNFSF13",0
"TNFSF12",788.3864
"TNFSF13B",13.847
"TNFSF13",396.2032
"TNFSF14",0
"TNFSF15",0.4467
"TNFSF18",5.8068
"TNFSF4",30.3741
"TNFSF8",6.2535
"TNFSF9",75.9352
"TNF",7.5935
"TNIK",1391.4015
"TNIP1",1176.5494
"TNIP2",181.7979
"TNIP3",10.7203
"TNK1",55.8347
"TNK2",6772.4355
"TNKS1BP1",1164.4891
"TNKS2",1409.2686
"TNKS",2331.3412
"TNMD",4.0201
"TNNC1",0.8934
"TNNC2",23.2272
"TNNI1",0.4467
"TNNI2",0
"TNNI3K",39.9107
"TNNI3",6.7002
"TNNT1",101.8425
"TNNT2",285.4271
"TNNT3",2.6801
"TNN",4.4668
"TNP1",0
"TNP2",0
"TNPO1",1533.445
"TNPO2",5659.4082
"TNPO3",952.7638
"TNRC18",1727.3032
"TNRC6A",1499.9442
"TNRC6B",1022.8922
"TNRC6C",1146.622
"TNR",1176.9961
"TNS1",2285.6505
"TNS3",3302.2892
"TNS4",0.8934
"TNXB",441.5366
"TOB1",534.2356
"TOB2",1558.9056
"TOE1",187.77
"TOLLIP",7361.2507
"TOM1L1",145.2373
"TOM1L2",6557.2306
"TOM1",1648.2412
"TOMM20L",1.7867
"TOMM20",9083.6404
"TOMM22",999.2183
"TOMM34",1386.0413
"TOMM40L",1013.6237
"TOMM40",831.7141
"TOMM5",550.7538
"TOMM6",1097.7688
"TOMM70A",2384.1697
"TOMM7",1605.3601
"TOP1MT",147.8504
"TOP1P1",50.9213
"TOP1P2",2.2334
"TOP1",1132.775
"TOP2A",14.7404
"TOP2B",4016.0804
"TOP3A",408.7102
"TOP3B",250.1396
"TOPBP1",749.5254
"TOPORS",430.1508
"TOR1AIP1",1414.182
"TOR1AIP2",293.4673
"TOR1A",879.062
"TOR1B",313.5678
"TOR2A",225.5723
"TOR3A",486.8788
"TOX2",507.426
"TOX3",219.7655
"TOX4",1764.7884
"TOX",916.5829
"TP53AIP1",14.2937
"TP53BP1",1766.1642
"TP53BP2",1955.1089
"TP53I11",729.4249
"TP53I13",130.8766
"TP53I3",86.2088
"TP53INP1",229.5924
"TP53INP2",2180.6812
"TP53RK",243.8861
"TP53TG1",129.5366
"TP53TG3B",1.34
"TP53TG5",18.4433
"TP53",314.4612
"TP63",1.7867
"TP73",0.8934
"TPBG",409.6036
"TPCN1",1873.3668
"TPCN2",224.5941
"TPD52L1",565.0475
"TPD52L2",1826.019
"TPD52L3",0
"TPD52",2913.3892
"TPH1",0.8934
"TPH2",10.7203
"TPI1P2",27.2473
"TPI1P3",0.4467
"TPI1",9780.9045
"TPK1",111.6695
"TPM1",1875.0776
"TPM2",332.3283
"TPM3",3724.8465
"TPM4",1928.3082
"TPMT",721.3847
"TPO",1.34
"TPP1",5024.2323
"TPP2",734.3384
"TPPP2",0.8934
"TPPP3",1078.727
"TPPP",16393.0765
"TPRA1",419.8772
"TPRG1L",4452.038
"TPRG1",2.6801
"TPRKB",134.8967
"TPRN",772.7527
"TPRX1",0
"TPRXL",2.6801
"TPR",1881.8537
"TPSAB1",1.34
"TPSB2",0.8934
"TPSD1",0.4467
"TPSG1",0
"TPST1",392.6298
"TPST2",531.0999
"TPT1",11672.5851
"TPTE2P1",125.5165
"TPTE2P3",8.9336
"TPTE2",6.7002
"TPTE",2.9257
"TPX2",81.2954
"TRA2A",839.7543
"TRA2B",1642.4344
"TRABD",202.3451
"TRADD",94.249
"TRAF1",243.4394
"TRAF2",238.0793
"TRAF3IP1",452.9313
"TRAF3IP2",192.0715
"TRAF3IP3",8.4869
"TRAF3",306.8677
"TRAF4",543.6069
"TRAF5",192.9648
"TRAF6",130.4299
"TRAF7",1296.2233
"TRAFD1",587.3814
"TRAIP",38.4143
"TRAK1",2782.8029
"TRAK2",1629.0341
"TRAM1L1",228.2524
"TRAM1",873.2552
"TRAM2",169.2909
"TRANK1",647.6829
"TRAP1",2070.4143
"TRAPPC10",1708.9894
"TRAPPC1",1179.6762
"TRAPPC2L",601.2284
"TRAPPC2P1",95.3523
"TRAPPC2",408.7102
"TRAPPC3",858.0681
"TRAPPC4",659.2965
"TRAPPC5",471.2451
"TRAPPC6A",204.1318
"TRAPPC6B",1715.6896
"TRAPPC9",1191.7365
"TRAT1",0.8934
"TRDMT1",72.3618
"TRDN",5.3601
"TREH",0
"TREM1",20.9939
"TREM2",127.7499
"TREML1",9.3802
"TREML2P1",0
"TREML2",4.9135
"TREML3",0.8934
"TREML4",0
"TRERF1",332.3283
"TREX1",392.0089
"TREX2",2.2334
"TRHDE",679.3702
"TRHR",0.8934
"TRH",31.7141
"TRIAP1",268.0067
"TRIB1",459.6315
"TRIB2",1468.23
"TRIB3",103.1826
"TRIL",1253.378
"TRIM10",0.8934
"TRIM11",439.0843
"TRIM13",553.2328
"TRIM14",329.6482
"TRIM15",0
"TRIM16L",174.3473
"TRIM16",311.7811
"TRIM17",144.7236
"TRIM21",83.9754
"TRIM22",355.1089
"TRIM23",1563.3724
"TRIM24",502.5126
"TRIM25",677.1636
"TRIM26",831.2674
"TRIM27",1118.0346
"TRIM28",2218.6488
"TRIM29",10.2736
"TRIM2",7610.4969
"TRIM31",0
"TRIM32",533.78
"TRIM33",1087.2138
"TRIM34",32.1608
"TRIM35",615.9687
"TRIM36",737.0184
"TRIM37",4616.4333
"TRIM38",35.2875
"TRIM39",278.0748
"TRIM3",960.804
"TRIM40",0
"TRIM41",1349.9587
"TRIM42",0
"TRIM43",0
"TRIM44",2124.8465
"TRIM45",80.8487
"TRIM46",544.0536
"TRIM47",530.6533
"TRIM48",0
"TRIM49L",1.7867
"TRIM49",0
"TRIM4",421.2172
"TRIM50",4.0201
"TRIM52",176.8844
"TRIM53",0.4467
"TRIM54",31.2674
"TRIM55",1.7867
"TRIM56",75.0419
"TRIM58",38.0168
"TRIM59",119.5087
"TRIM5",83.4975
"TRIM6-TRIM34",0
"TRIM60",0
"TRIM61",3.5734
"TRIM62",277.8336
"TRIM63",0
"TRIM64",0
"TRIM65",468.565
"TRIM66",494.0257
"TRIM67",595.4216
"TRIM68",332.775
"TRIM69",116.3506
"TRIM6",14.2937
"TRIM71",4.0201
"TRIM72",3.1267
"TRIM74",4.0201
"TRIM77",0
"TRIM78P",3.158
"TRIM7",60.7482
"TRIM8",2419.6538
"TRIM9",3123.1714
"TRIML1",0
"TRIML2",4.4668
"TRIOBP",358.2356
"TRIO",2743.0486
"TRIP10",108.9894
"TRIP11",424.7906
"TRIP12",2036.4042
"TRIP13",38.861
"TRIP4",256.3931
"TRIP6",284.5338
"TRIT1",194.3049
"TRMT112",962.5907
"TRMT11",266.6667
"TRMT12",208.5985
"TRMT1",631.1558
"TRMT2A",714.2379
"TRMT2B",234.5059
"TRMT5",348.8554
"TRMT61A",535.5667
"TRMT61B",284.6544
"TRMT6",297.0408
"TRMU",374.316
"TRNAU1AP",192.9648
"TRNP1",812.507
"TRNT1",259.8236
"TROAP",3.5734
"TROVE2",851.6226
"TRO",2019.4305
"TRPA1",6.3026
"TRPC1",453.378
"TRPC2",0.8934
"TRPC3",61.1949
"TRPC4AP",2728.7549
"TRPC4",54.9414
"TRPC5",102.2892
"TRPC6",41.9877
"TRPC7",0.4467
"TRPM1",12.9537
"TRPM2",957.2306
"TRPM3",181.3512
"TRPM4",180.4578
"TRPM5",1.34
"TRPM6",64.3216
"TRPM7",401.1167
"TRPM8",0.8934
"TRPS1",411.3903
"TRPT1",230.4858
"TRPV1",216.3529
"TRPV2",108.9894
"TRPV3",29.4807
"TRPV4",3.5734
"TRPV5",1.7867
"TRPV6",95.1424
"TRRAP",1405.0073
"TRUB1",720.938
"TRUB2",936.6834
"TRY6",0
"TRYX3",0
"TSC1",1961.809
"TSC22D1",16363.6136
"TSC22D2",392.6298
"TSC22D3",3510.4411
"TSC22D4",2430.3741
"TSC2",2226.2423
"TSEN15",519.0396
"TSEN2",194.3049
"TSEN34",332.775
"TSEN54",220.2122
"TSFM",679.8437
"TSG101",1026.9123
"TSG1",1.34
"TSGA10IP",0.8934
"TSGA10",31.2674
"TSGA13",0
"TSGA14",427.024
"TSHB",0
"TSHR",24.5673
"TSHZ1",1265.4383
"TSHZ2",71.9151
"TSHZ3",590.9548
"TSIX",118.2803
"TSKS",0
"TSKU",191.1781
"TSLP",11.6136
"TSNARE1",383.6963
"TSNAX-DISC1",0
"TSNAXIP1",163.9308
"TSNAX",1200.67
"TSN",1734.45
"TSPAN10",2.6801
"TSPAN11",722.7247
"TSPAN12",178.6711
"TSPAN13",1813.0653
"TSPAN14",1463.3166
"TSPAN15",592.7415
"TSPAN16",1.34
"TSPAN17",825.014
"TSPAN18",229.5924
"TSPAN19",3.1267
"TSPAN1",16.9738
"TSPAN2",54.048
"TSPAN31",781.2395
"TSPAN32",10.7203
"TSPAN33",552.0938
"TSPAN3",8335.4551
"TSPAN4",137.5768
"TSPAN5",797.7666
"TSPAN6",360.0223
"TSPAN7",17505.3043
"TSPAN8",18.3138
"TSPAN9",634.7292
"TSPO2",0.8934
"TSPO",207.7052
"TSPY1",0
"TSPY2",0
"TSPY3",0
"TSPY4",0
"TSPYL1",9538.6399
"TSPYL2",7569.4026
"TSPYL3",84.8688
"TSPYL4",8351.9821
"TSPYL5",1276.1586
"TSPYL6",1.34
"TSR1",799.7052
"TSR2",2027.024
"TSSC1",946.0637
"TSSC4",603.9084
"TSSK1B",1.34
"TSSK2",0
"TSSK3",17.8716
"TSSK4",29.9274
"TSSK6",18.7605
"TSTA3",472.1385
"TSTD1",154.9972
"TSTD2",422.6242
"TST",440.4243
"TTBK1",1500.3908
"TTBK2",676.2702
"TTC12",119.263
"TTC13",336.3484
"TTC14",761.5857
"TTC15",866.1083
"TTC16",4.0201
"TTC17",580.2345
"TTC18",77.7085
"TTC19",1766.1418
"TTC1",1527.6382
"TTC21A",68.3417
"TTC21B",391.7365
"TTC22",1.7867
"TTC23L",14.2937
"TTC23",184.4779
"TTC24",4.9135
"TTC25",33.9475
"TTC26",27.694
"TTC27",118.8163
"TTC28",444.7705
"TTC29",6.2535
"TTC30A",246.5662
"TTC30B",95.5891
"TTC31",182.2446
"TTC32",82.1887
"TTC33",1197.9899
"TTC35",790.1731
"TTC36",1.34
"TTC37",1499.0508
"TTC38",143.8303
"TTC39A",129.0899
"TTC39B",57.1748
"TTC39C",359.5757
"TTC3",10040.871
"TTC4",467.1982
"TTC5",183.5846
"TTC7A",345.7286
"TTC7B",2210.6086
"TTC8",368.0625
"TTC9B",539.5868
"TTC9C",335.4551
"TTC9",1056.8398
"TTF1",355.5556
"TTF2",117.4763
"TTK",1.7867
"TTLL10",0
"TTLL11",222.8922
"TTLL12",1215.4104
"TTLL13",19.225
"TTLL1",341.7085
"TTLL2",6.7002
"TTLL3",596.641
"TTLL4",401.1167
"TTLL5",501.6192
"TTLL6",21.8872
"TTLL7",1098.3808
"TTLL8",0.4467
"TTLL9",37.9676
"TTL",1466.89
"TTN",205.9051
"TTPAL",580.2345
"TTPA",26.354
"TTR",0.4467
"TTTY10",0
"TTTY11",0
"TTTY12",0
"TTTY13",0
"TTTY14",0
"TTTY15",0
"TTTY16",0
"TTTY17A",0
"TTTY17B",0
"TTTY18",0
"TTTY19",0
"TTTY1B",0
"TTTY20",0
"TTTY21",0
"TTTY22",0
"TTTY23",0
"TTTY2",0
"TTTY3B",0
"TTTY4C",0
"TTTY5",0
"TTTY6B",0
"TTTY6",0
"TTTY7",0
"TTTY8",0
"TTTY9B",0
"TTYH1",7624.3439
"TTYH2",2941.3289
"TTYH3",2695.254
"TUBA1A",17568.0715
"TUBA1B",42567.866
"TUBA1C",147.4037
"TUBA3C",1.7867
"TUBA3D",10.7203
"TUBA3E",3.5734
"TUBA4A",6670.2401
"TUBA4B",1.34
"TUBA8",1266.7783
"TUBAL3",0.4467
"TUBB1",90.2289
"TUBB2A",17314.1262
"TUBB2B",3629.7041
"TUBB2C",5574.5394
"TUBB3",5876.2792
"TUBB4Q",1.34
"TUBB4",23491.2339
"TUBB6",205.6147
"TUBB8",5.3601
"TUBBP5",13.847
"TUBB",9074.7069
"TUBD1",99.6092
"TUBE1",174.2044
"TUBG1",885.7621
"TUBG2",2329.4249
"TUBGCP2",1606.7002
"TUBGCP3",540.4802
"TUBGCP4",566.8342
"TUBGCP5",567.7275
"TUBGCP6",1643.7744
"TUB",3447.4595
"TUFM",2776.9961
"TUFT1",215.2987
"TUG1",2736.7951
"TULP1",0
"TULP2",4.9135
"TULP3",278.727
"TULP4",1530.3183
"TUSC1",276.9403
"TUSC2",1497.2641
"TUSC3",829.9274
"TUSC5",8.0402
"TUT1",475.7119
"TWF1",879.062
"TWF2",951.9955
"TWIST1",18.3138
"TWIST2",3.1267
"TWISTNB",288.5539
"TWSG1",402.9034
"TXK",3.5734
"TXLNA",867.895
"TXLNB",47.7945
"TXLNG",161.2507
"TXN2",1524.9581
"TXNDC11",500.7259
"TXNDC12",783.4729
"TXNDC15",1203.7968
"TXNDC16",531.5466
"TXNDC17",346.2245
"TXNDC2",3.5734
"TXNDC3",0.4467
"TXNDC5",805.7041
"TXNDC6",68.3417
"TXNDC8",0
"TXNDC9",368.5092
"TXNIP",2284.3104
"TXNL1",987.158
"TXNL4A",882.6354
"TXNL4B",540.9269
"TXNRD1",1486.5438
"TXNRD2",443.9978
"TXNRD3IT1",51.368
"TXN",911.6695
"TYK2",804.9135
"TYMP",15.6337
"TYMS",132.5784
"TYRO3",4701.2842
"TYROBP",181.7979
"TYRP1",75.0419
"TYR",0
"TYSND1",210.8319
"TYW1B",62.0882
"TYW1",279.6203
"TYW3",558.2937
"T",0
"U2AF1L4",243.7253
"U2AF1",775.8794
"U2AF2",2184.7013
"UACA",266.22
"UAP1L1",382.3562
"UAP1",549.4137
"UBA1",8004.9135
"UBA2",1999.33
"UBA3",1113.1212
"UBA52",3693.579
"UBA5",1138.1351
"UBA6",725.4048
"UBA7",190.2848
"UBAC1",1099.2741
"UBAC2",770.0101
"UBAP1",1904.6343
"UBAP2L",2486.6555
"UBAP2",721.3847
"UBASH3A",0
"UBASH3B",382.3562
"UBB",17355.6672
"UBC",30409.8269
"UBD",5.3601
"UBE2A",985.3713
"UBE2B",1136.3484
"UBE2CBP",98.7158
"UBE2C",4.4668
"UBE2D1",365.8291
"UBE2D2",1861.7532
"UBE2D3",4191.1781
"UBE2D4",404.775
"UBE2DNL",0
"UBE2E1",1256.5047
"UBE2E2",815.6337
"UBE2E3",1391.4015
"UBE2F",525.4763
