"Gene","Expression"
"GLYCTK",100.4987
"GLYR1",2440.3529
"GM2A",2759.1101
"GMCL1L",4.9866
"GMCL1",267.3571
"GMDS",67.8941
"GMEB1",98.5807
"GMEB2",517.453
"GMFB",3434.9827
"GMFG",90.9091
"GMIP",311.0855
"GML",0
"GMNN",298.0437
"GMPPA",303.4139
"GMPPB",105.8688
"GMPR2",1097.0464
"GMPR",157.6525
"GMPS",505.1784
"GNA11",505.9455
"GNA12",3477.5604
"GNA13",2270.8094
"GNA14",47.5643
"GNA15",50.6329
"GNAI1",2876.1028
"GNAI2",8013.0418
"GNAI3",1119.2942
"GNAL",415.42
"GNAO1",5803.2221
"GNAQ",2125.4315
"GNASAS",1.1507
"GNAS",26621.4039
"GNAT1",1.9179
"GNAT2",0.3836
"GNAT3",0
"GNAZ",1103.1837
"GNB1L",124.8715
"GNB1",5972.7656
"GNB2L1",13257.384
"GNB2",2947.8328
"GNB3",114.6567
"GNB4",1954.7372
"GNB5",388.9528
"GNE",1042.5777
"GNG10",543.9202
"GNG11",347.9095
"GNG12",197.9287
"GNG13",1.5343
"GNG2",2269.275
"GNG3",66.7434
"GNG4",2004.603
"GNG5",310.702
"GNG7",3027.2344
"GNG8",0
"GNGT1",0
"GNGT2",8.4388
"GNL1",1727.875
"GNL2",390.4871
"GNL3L",508.6306
"GNL3",1084.0046
"GNLY",3.0687
"GNMT",15.3433
"GNPAT",1070.5792
"GNPDA1",817.0311
"GNPDA2",631.7606
"GNPNAT1",418.8723
"GNPTAB",789.7967
"GNPTG",2029.5167
"GNRH1",29.5359
"GNRH2",0
"GNRHR2",1511.1201
"GNRHR",9.206
"GNS",1658.995
"GOLGA1",865.3625
"GOLGA2B",34.906
"GOLGA2P3",0
"GOLGA2",1286.5362
"GOLGA3",1509.0142
"GOLGA4",2010.7403
"GOLGA5",1000.7672
"GOLGA6A",0.7672
"GOLGA6B",5.3702
"GOLGA6C",0
"GOLGA6D",0
"GOLGA6L10",157.6525
"GOLGA6L1",0
"GOLGA6L5",62.524
"GOLGA6L6",0
"GOLGA6L9",293.4407
"GOLGA7B",530.1112
"GOLGA7",2766.7817
"GOLGA8A",2434.5992
"GOLGA8B",1739.5474
"GOLGA8C",0.7672
"GOLGA8DP",0.7672
"GOLGA8E",1.5343
"GOLGA8F",0
"GOLGA8G",0
"GOLGA9P",2.6851
"GOLGB1",2455.3126
"GOLIM4",1479.0947
"GOLM1",6893.364
"GOLPH3L",429.6126
"GOLPH3",1620.6367
"GOLT1A",1.5343
"GOLT1B",845.0326
"GON4L",807.3878
"GOPC",1429.9962
"GORAB",412.3514
"GORASP1",1421.9409
"GORASP2",1721.9026
"GOSR1",1056.7702
"GOSR2",980.8209
"GOT1L1",0
"GOT1",718.8339
"GOT2",1305.7154
"GP1BA",12.4895
"GP2",0
"GP5",0.7672
"GP6",4.2194
"GP9",3.0687
"GPA33",1.1507
"GPAA1",2044.4956
"GPAM",567.7023
"GPAT2",41.0433
"GPATCH1",169.9271
"GPATCH2",293.4407
"GPATCH3",316.0721
"GPATCH4",391.2543
"GPATCH8",1620.6367
"GPBAR1",5.3702
"GPBP1L1",922.8999
"GPBP1",2583.0456
"GPC1",2985.8074
"GPC2",460.2992
"GPC3",10.7403
"GPC4",444.5723
"GPC5",85.9225
"GPC6",365.1707
"GPCPD1",1734.9444
"GPD1L",1413.5021
"GPD1",1808.9758
"GPD2",804.3728
"GPER",338.3199
"GPHA2",0
"GPHB5",0
"GPHN",912.9267
"GPIHBP1",548.1396
"GPI",1619.1024
"GPKOW",1082.0867
"GPLD1",43.7284
"GPM6A",31818.949
"GPM6B",31344.4572
"GPN1",554.2769
"GPN2",138.8569
"GPN3",314.1542
"GPNMB",214.8063
"GPR101",0
"GPR107",2604.5263
"GPR108",834.6759
"GPR109A",0.7672
"GPR109B",0
"GPR110",0
"GPR111",0
"GPR112",0
"GPR113",16.1105
"GPR114",1.5343
"GPR115",0.3836
"GPR116",624.8562
"GPR119",0
"GPR120",3.4522
"GPR123",1175.2973
"GPR124",347.9095
"GPR125",2383.5827
"GPR126",9.5896
"GPR128",0
"GPR12",10.3567
"GPR132",21.8642
"GPR133",39.509
"GPR135",20.3299
"GPR137B",1296.1258
"GPR137C",426.9275
"GPR137",884.8331
"GPR139",0
"GPR141",1.5343
"GPR142",0
"GPR143",13.809
"GPR144",0
"GPR146",217.4914
"GPR148",1.1507
"GPR149",1.1507
"GPR150",0.3836
"GPR151",0
"GPR152",0
"GPR153",204.4496
"GPR155",874.5685
"GPR156",2.3015
"GPR157",0
"GPR158",1065.5044
"GPR15",0
"GPR160",34.5224
"GPR161",272.7273
"GPR162",1651.7069
"GPR171",0
"GPR172A",646.9083
"GPR172B",0.7672
"GPR173",517.453
"GPR174",0
"GPR176",168.3928
"GPR179",60.6061
"GPR17",2828.5386
"GPR180",293.8243
"GPR182",0.3836
"GPR183",122.3629
"GPR18",0
"GPR19",283.8512
"GPR1",0
"GPR20",0.7672
"GPR21",4.603
"GPR22",9.206
"GPR25",0
"GPR26",5.7537
"GPR27",37.9747
"GPR31",0
"GPR32",0
"GPR34",382.4319
"GPR35",34.7526
"GPR37L1",1950.9014
"GPR37",2884.9252
"GPR39",10.7211
"GPR3",9.5896
"GPR44",55.6617
"GPR45",37.9747
"GPR4",115.842
"GPR50",0
"GPR52",0
"GPR55",1.1507
"GPR56",19542.3859
"GPR61",31.8374
"GPR62",343.6901
"GPR63",11.1239
"GPR64",3.8358
"GPR65",14.9597
"GPR68",2.3015
"GPR6",0.7672
"GPR75",199.954
"GPR77",5.7537
"GPR78",0
"GPR81",1.5343
"GPR82",0
"GPR83",7.6717
"GPR84",10.7403
"GPR85",720.7518
"GPR87",0
"GPR88",16.8776
"GPR89A",658.2278
"GPR89B",7.2881
"GPR89C",25.7
"GPR97",8.0552
"GPR98",4507.8634
"GPRASP1",703.4906
"GPRASP2",678.1741
"GPRC5A",0.7672
"GPRC5B",18977.3686
"GPRC5C",447.641
"GPRC5D",1.1507
"GPRC6A",0
"GPRIN1",1161.1047
"GPRIN2",4.2194
"GPRIN3",32.2209
"GPS1",2110.8554
"GPS2",859.2021
"GPSM1",2095.8957
"GPSM2",1866.4212
"GPSM3",208.2854
"GPT2",2848.1013
"GPT",108.9375
"GPX1",2122.3629
"GPX2",0
"GPX3",5896.4327
"GPX4",3032.6045
"GPX5",0
"GPX6",0
"GPX7",71.3464
"GPX8",15.3433
"GRAMD1A",845.4162
"GRAMD1B",215.957
"GRAMD1C",117.7599
"GRAMD2",52.9344
"GRAMD3",1651.7069
"GRAMD4",991.1776
"GRAP2",1.5343
"GRAPL",2.3015
"GRAP",98.1972
"GRASP",140.7748
"GRB10",1134.6375
"GRB14",6.1373
"GRB2",3089.3748
"GRB7",0.7672
"GREB1L",54.8523
"GREB1",711.9294
"GREM1",329.8811
"GREM2",19.1791
"GRHL1",81.3195
"GRHL2",0
"GRHL3",128.5002
"GRHPR",2180.2839
"GRIA1",1955.5044
"GRIA2",8517.0694
"GRIA3",2255.8496
"GRIA4",4148.8301
"GRID1",1414.2348
"GRID2IP",40.2762
"GRID2",172.6122
"GRIK1",14.1926
"GRIK2",1810.5102
"GRIK3",1197.5451
"GRIK4",553.8934
"GRIK5",789.0295
"GRIN1",993.0955
"GRIN2A",28.7687
"GRIN2B",0.7672
"GRIN2C",441.8872
"GRIN2D",204.8331
"GRIN3A",963.1761
"GRIN3B",0.794
"GRINA",6782.125
"GRINL1A",1756.8086
"GRIP1",78.2509
"GRIP2",67.8941
"GRIPAP1",1501.3425
"GRK1",1.1507
"GRK4",149.5972
"GRK5",248.9451
"GRK6",420.023
"GRK7",0
"GRLF1",2225.9302
"GRM1",42.1941
"GRM2",42.9613
"GRM3",1398.1588
"GRM4",36.4404
"GRM5",414.2693
"GRM6",25.3165
"GRM7",9.206
"GRM8",42.1941
"GRN",2618.3353
"GRPEL1",481.3962
"GRPEL2",381.2812
"GRPR",1.5343
"GRP",11.1239
"GRRP1",27.618
"GRSF1",1970.4641
"GRTP1",27.2344
"GRWD1",334.1005
"GRXCR1",0
"GRXCR2",0
"GSC2",0
"GSC",19.5627
"GSDMA",3.0687
"GSDMB",75.9494
"GSDMC",4.2194
"GSDMD",164.1734
"GSG1L",75.1822
"GSG1",0
"GSG2",7.6717
"GSK3A",1012.6582
"GSK3B",1529.3441
"GSN",10712.6966
"GSPT1",2664.7488
"GSPT2",649.0219
"GSR",432.2977
"GSS",639.4323
"GSTA1",0.3836
"GSTA2",0
"GSTA3",0
"GSTA4",1276.1795
"GSTA5",0
"GSTCD",338.7035
"GSTK1",669.3517
"GSTM1",1.1507
"GSTM2P1",0.3836
"GSTM2",886.4595
"GSTM3",1184.5033
"GSTM4",387.8021
"GSTM5",80.5524
"GSTO1",693.901
"GSTO2",30.6866
"GSTP1",2869.5819
"GSTT1",0
"GSTT2",621.4039
"GSTTP1",0
"GSTTP2",0
"GSTZ1",348.2931
"GSX1",25.7
"GSX2",0.3836
"GTDC1",622.5547
"GTF2A1L",4.6567
"GTF2A1",132.7196
"GTF2A2",732.6429
"GTF2B",325.2781
"GTF2E1",276.9467
"GTF2E2",256.6168
"GTF2F1",2368.6229
"GTF2F2",929.8044
"GTF2H1",790.5639
"GTF2H2B",188.7227
"GTF2H2C",221.3272
"GTF2H2",91.6763
"GTF2H3",250.0959
"GTF2H4",493.901
"GTF2H5",742.616
"GTF2IP1",13137.7062
"GTF2IRD1",626.3905
"GTF2IRD2B",245.8765
"GTF2IRD2P1",399.6931
"GTF2IRD2",572.6889
"GTF2I",3875.7154
"GTF3A",1084.0046
"GTF3C1",2460.2992
"GTF3C2",1140.3913
"GTF3C3",536.2486
"GTF3C4",326.0453
"GTF3C5",1688.9145
"GTF3C6",898.3506
"GTPBP10",273.878
"GTPBP1",1779.0564
"GTPBP2",672.4204
"GTPBP3",347.9095
"GTPBP4",736.4787
"GTPBP5",552.7426
"GTPBP8",158.4196
"GTSE1",22.2478
"GTSF1L",0
"GTSF1",1.1507
"GUCA1A",2.6851
"GUCA1B",87.8404
"GUCA1C",0
"GUCA2A",0
"GUCA2B",0
"GUCY1A2",34.1389
"GUCY1A3",1191.4077
"GUCY1B2",6.9045
"GUCY1B3",347.5259
"GUCY2C",0
"GUCY2D",0
"GUCY2E",0
"GUCY2F",1.9179
"GUCY2GP",0
"GUF1",1014.1926
"GUK1",2744.5339
"GULP1",122.7465
"GUSBL1",38.3583
"GUSBL2",129.6509
"GUSBP1",211.354
"GUSBP3",117.7599
"GUSB",594.9367
"GVIN1",3.4522
"GXYLT1",313.387
"GXYLT2",24.5493
"GYG1",621.7875
"GYG2",489.8351
"GYLTL1B",0
"GYPA",0.3836
"GYPB",0
"GYPC",304.9482
"GYPE",1.9179
"GYS1",554.6605
"GYS2",2.6851
"GZF1",866.5132
"GZMA",0.7672
"GZMB",1.1507
"GZMH",0.3836
"GZMK",0
"GZMM",7.6717
"H19",4.2194
"H1F0",5282.3168
"H1FNT",2.3015
"H1FOO",0
"H1FX",1964.3268
"H2AFB1",0.7672
"H2AFJ",197.5451
"H2AFV",4817.7982
"H2AFX",785.9609
"H2AFY2",962.4089
"H2AFY",2671.1623
"H2AFZ",1713.0802
"H2BFM",0
"H2BFWT",0
"H2BFXP",22.2478
"H3F3A",3019.9463
"H3F3B",16833.9087
"H3F3C",537.0157
"H6PD",852.7043
"HAAO",34.906
"HABP2",1.5343
"HABP4",1264.2885
"HACE1",484.0813
"HACL1",407.3648
"HADHA",5606.0606
"HADHB",4624.4726
"HADH",1090.5255
"HAGHL",250.8631
"HAGH",683.1607
"HAL",0
"HAMP",8.0552
"HAND1",0
"HAND2",0
"HAO1",0
"HAO2",0
"HAP1",248.5616
"HAPLN1",888.761
"HAPLN2",1642.501
"HAPLN3",84.7718
"HAPLN4",82.7158
"HAR1A",85.42
"HAR1B",6.6398
"HARBI1",77.4837
"HARS2",655.9264
"HARS",1226.6974
"HAS1",10.7403
"HAS2AS",13.2068
"HAS2",86.9083
"HAS3",44.4956
"HAT1",755.2743
"HAUS1",210.9705
"HAUS2",634.4457
"HAUS3",504.0276
"HAUS4",738.7802
"HAUS5",258.1511
"HAUS6",724.2041
"HAUS7",243.1914
"HAUS8",58.6881
"HAVCR1",0
"HAVCR2",365.9379
"HAX1",1039.8926
"HBA1",110.0882
"HBA2",525.8918
"HBBP1",0
"HBB",325.6617
"HBD",0.3836
"HBE1",0.7672
"HBEGF",499.8082
"HBG1",0.7672
"HBG2",1.1507
"HBII-52-24",0
"HBII-52-27",0
"HBII-52-28",0
"HBII-52-45",0
"HBII-52-46",0
"HBM",0
"HBP1",1204.112
"HBQ1",2.3015
"HBS1L",1445.3395
"HBXIP",642.8845
"HBZ",0.3836
"HCCS",245.4929
"HCFC1R1",609.3249
"HCFC1",2442.2708
"HCFC2",704.6414
"HCG11",73.6479
"HCG18",425.2397
"HCG22",30.6866
"HCG26",13.4254
"HCG27",21.4806
"HCG2P7",15.5159
"HCG4P6",10.7135
"HCG4",12.6275
"HCG9",0
"HCK",192.9421
"HCLS1",338.7035
"HCN1",14.5761
"HCN2",1907.9402
"HCN3",364.6797
"HCN4",82.4703
"HCP5",59.4553
"HCRTR1",10.3567
"HCRTR2",0
"HCRT",0
"HCST",45.6463
"HDAC10",513.5251
"HDAC11",2507.8634
"HDAC1",564.2501
"HDAC2",1939.7775
"HDAC3",640.583
"HDAC4",2805.14
"HDAC5",2949.3671
"HDAC6",2238.2048
"HDAC7",656.3099
"HDAC8",253.9317
"HDAC9",716.1488
"HDC",0
"HDDC2",1387.4185
"HDDC3",173.7629
"HDGFL1",0
"HDGFRP2",1794.7833
"HDGFRP3",1330.6483
"HDGF",3360.9513
"HDHD1A",399.3096
"HDHD2",1958.5731
"HDHD3",88.224
"HDLBP",5678.1741
"HDX",63.2911
"HEATR1",533.9471
"HEATR2",540.468
"HEATR3",238.972
"HEATR4",2.3015
"HEATR5A",1248.1128
"HEATR5B",767.9325
"HEATR6",458.3813
"HEATR7A",347.5259
"HEATR7B2",0
"HEBP1",380.8976
"HEBP2",129.6509
"HECA",1222.0944
"HECTD1",2498.2739
"HECTD2",524.3575
"HECTD3",711.9294
"HECW1",175.6809
"HECW2",268.1243
"HEG1",1504.0276
"HELB",7.6717
"HELLS",42.1941
"HELQ",216.7242
"HELT",0
"HELZ",1029.1523
"HEMGN",0.3836
"HEMK1",294.5915
"HEPACAM2",3.4522
"HEPACAM",3748.7802
"HEPHL1",0.3836
"HEPH",887.9939
"HEPN1",2711.519
"HERC1",1819.3326
"HERC2P2",5906.0222
"HERC2P4",0.7672
"HERC2",2489.8351
"HERC3",495.2052
"HERC4",752.5892
"HERC5",175.2973
"HERC6",280.3989
"HERPUD1",948.5999
"HERPUD2",734.5608
"HES1",315.6885
"HES2",0.7672
"HES3",0
"HES4",144.2271
"HES5",88.6076
"HES6",8741.0817
"HES7",12.6582
"HESRG",0.7672
"HESX1",22.6314
"HEXA",1158.9988
"HEXB",670.2417
"HEXDC",660.5293
"HEXIM1",925.9685
"HEXIM2",299.7622
"HEY1",8559.2635
"HEY2",1136.939
"HEYL",319.1408
"HFE2",1.1507
"HFE",23.7821
"HFM1",92.4434
"HGC6.3",0
"HGD",0
"HGFAC",8.0552
"HGF",6.1373
"HGSNAT",981.2044
"HGS",1977.3686
"HHATL",1439.2021
"HHAT",116.9927
"HHEX",120.0614
"HHIPL1",192.9421
"HHIPL2",1.5343
"HHIP",196.3943
"HHLA1",0
"HHLA2",3.0687
"HHLA3",149.5972
"HIAT1",821.6341
"HIATL1",1326.4288
"HIATL2",12.2746
"HIBADH",742.9996
"HIBCH",622.5547
"HIC1",34.1389
"HIC2",215.957
"HIF1AN",896.0491
"HIF1A",4508.6306
"HIF3A",841.9639
"HIGD1A",2445.7231
"HIGD1B",66.2792
"HIGD1C",0
"HIGD2A",859.6087
"HIGD2B",0.7672
"HILS1",0.1151
"HINFP",462.9843
"HINT1",1970.4641
"HINT2",367.0886
"HINT3",1819.7161
"HIP1R",8174.5301
"HIP1",3761.028
"HIPK1",1350.211
"HIPK2",13637.898
"HIPK3",370.5409
"HIPK4",0.7672
"HIRA",1466.0568
"HIRIP3",881.473
"HIST1H1A",0
"HIST1H1B",0.7672
"HIST1H1C",98.9643
"HIST1H1D",0
"HIST1H1E",0.3836
"HIST1H1T",0
"HIST1H2AA",0
"HIST1H2AB",0.3836
"HIST1H2AC",425.0096
"HIST1H2AD",0.1649
"HIST1H2AE",6.5209
"HIST1H2AG",0.3836
"HIST1H2AH",0
"HIST1H2AJ",0
"HIST1H2AK",6.1373
"HIST1H2AL",0
"HIST1H2AM",0
"HIST1H2BA",0
"HIST1H2BB",0
"HIST1H2BC",20.7135
"HIST1H2BD",34.1389
"HIST1H2BE",3.4522
"HIST1H2BF",0
"HIST1H2BG",2.6851
"HIST1H2BH",0
"HIST1H2BI",0
"HIST1H2BJ",7.6717
"HIST1H2BK",74.7986
"HIST1H2BL",0.7672
"HIST1H2BM",0
"HIST1H2BN",4.9866
"HIST1H2BO",0
"HIST1H3A",0
"HIST1H3B",0
"HIST1H3C",0
"HIST1H3D",1.753
"HIST1H3E",6.5209
"HIST1H3F",0
"HIST1H3G",0
"HIST1H3H",1.5343
"HIST1H3I",0
"HIST1H3J",0
"HIST1H4A",0
"HIST1H4B",0
"HIST1H4C",0.7672
"HIST1H4D",0.3836
"HIST1H4E",3.8358
"HIST1H4F",0
"HIST1H4G",0
"HIST1H4H",25.7
"HIST1H4I",0
"HIST1H4J",12.6582
"HIST1H4K",0
"HIST1H4L",0
"HIST2H2AA3",143.0763
"HIST2H2AB",0.7672
"HIST2H2AC",2.3015
"HIST2H2BA",6.5209
"HIST2H2BE",630.9935
"HIST2H2BF",33.6939
"HIST2H3C",0.7672
"HIST2H3D",0.3836
"HIST2H4A",104.3345
"HIST3H2A",92.827
"HIST3H2BB",1.5343
"HIST3H3",0
"HIST4H4",4.2194
"HIVEP1",377.8289
"HIVEP2",624.4726
"HIVEP3",112.0061
"HJURP",18.7956
"HK1",1511.6993
"HK2",504.0276
"HK3",7.6717
"HKDC1",275.0288
"HKR1",427.6947
"HLA-A",6339.4515
"HLA-B",4842.0368
"HLA-C",4551.519
"HLA-DMA",252.3974
"HLA-DMB",363.2528
"HLA-DOA",110.8554
"HLA-DOB",0.8937
"HLA-DPA1",471.4231
"HLA-DPB1",245.8765
"HLA-DPB2",0.3836
"HLA-DQA1",38.3583
"HLA-DQA2",0.3836
"HLA-DQB1",144.9942
"HLA-DQB2",0
"HLA-DRA",740.3145
"HLA-DRB1",238.7418
"HLA-DRB5",53.318
"HLA-DRB6",18.6421
"HLA-E",3200.6137
"HLA-F",286.1028
"HLA-G",5.7346
"HLA-H",358.6498
"HLA-J",3.4714
"HLA-L",16.1105
"HLCS",436.1335
"HLF",513.2336
"HLTF",1416.1872
"HLX",67.127
"HM13",1477.1538
"HMBOX1",57.5374
"HMBS",382.0483
"HMCN1",73.6479
"HMG20A",1433.832
"HMG20B",913.3103
"HMGA1",857.9555
"HMGA2",0.7672
"HMGB1",7162.639
"HMGB2",852.7043
"HMGB3L1",0
"HMGB3",945.9148
"HMGB4",0
"HMGCLL1",237.4377
"HMGCL",423.0917
"HMGCR",3014.1926
"HMGCS1",6528.9605
"HMGCS2",0
"HMGN1",1863.4446
"HMGN2",2657.8443
"HMGN3",1450.3222
"HMGN4",1088.9912
"HMGN5",483.6977
"HMGXB3",1032.9881
"HMGXB4",535.4814
"HMHA1",526.2754
"HMHB1",0
"HMMR",16.4941
"HMOX1",345.9916
"HMOX2",1053.7016
"HMP19",5029.5359
"HMSD",20.7135
"HMX1",194.4764
"HMX2",0
"HMX3",0
"HN1L",1159.1868
"HN1",1396.6245
"HNF1A",29.9194
"HNF1B",0
"HNF4A",0
"HNF4G",33.7553
"HNMT",1989.2597
"HNRNPA0",4201.3809
"HNRNPA1L2",2756.0414
"HNRNPA1",7303.4139
"HNRNPA2B1",14738.3966
"HNRNPA3P1",77.4837
"HNRNPA3",5879.1715
"HNRNPAB",1678.5961
"HNRNPCL1",0
"HNRNPC",8302.6467
"HNRNPD",3627.5412
"HNRNPF",2497.5604
"HNRNPH1",3871.1162
"HNRNPH2",3109.3211
"HNRNPH3",4037.9747
"HNRNPK",10413.1185
"HNRNPL",3573.4561
"HNRNPM",4220.56
"HNRNPR",2774.837
"HNRNPUL1",3547.756
"HNRNPUL2",3527.9747
"HNRNPU",9339.4707
"HNRPDL",7073.2643
"HNRPLL",680.8592
"HOMER1",176.448
"HOMER2",39.8926
"HOMER3",760.2608
"HOMEZ",283.4714
"HOOK1",6.1373
"HOOK2",374.3767
"HOOK3",1855.3893
"HOPX",286.9198
"HORMAD1",0
"HORMAD2",0.3836
"HOTAIR",0
"HOXA10",0
"HOXA11AS",0
"HOXA11",0
"HOXA13",0
"HOXA1",1.1507
"HOXA2",0
"HOXA3",0
"HOXA4",0.7672
"HOXA5",0
"HOXA6",0
"HOXA7",0
"HOXA9",0
"HOXB13",0
"HOXB1",0
"HOXB2",1.9179
"HOXB3",0.7672
"HOXB4",0.3836
"HOXB5",0.3836
"HOXB6",0.3836
"HOXB7",1.1507
"HOXB8",0
"HOXB9",0
"HOXC10",0
"HOXC11",0
"HOXC12",0
"HOXC13",0
"HOXC4",6.1373
"HOXC5",0
"HOXC6",0
"HOXC8",0
"HOXC9",0
"HOXD10",1.9179
"HOXD11",0
"HOXD12",0
"HOXD13",0
"HOXD1",230.5332
"HOXD3",7.2881
"HOXD4",9.9731
"HOXD8",21.097
"HOXD9",3.4522
"HP1BP3",3172.9958
"HPCAL1",616.8009
"HPCAL4",1051.7837
"HPCA",183.3525
"HPDL",21.8642
"HPD",0.7672
"HPGDS",73.2643
"HPGD",6.9045
"HPN",168.3928
"HPRT1",169.9271
"HPR",65.9762
"HPS1",427.3111
"HPS3",474.2232
"HPS4",1472.1903
"HPS5",563.8665
"HPS6",355.5811
"HPSE2",98.9643
"HPSE",41.8105
"HPVC1",0
"HPX",2.3015
"HPYR1",0
"HP",6.9045
"HRASLS2",1.1507
"HRASLS5",51.7837
"HRASLS",22.2478
"HRAS",660.9129
"HRCT1",44.4956
"HRC",32.9881
"HRG",0
"HRH1",115.842
"HRH2",5.3702
"HRH3",170.6943
"HRH4",1.1507
"HRK",3.4522
"HRNBP3",185.654
"HRNR",3.4522
"HRSP12",1238.5884
"HR",1317.2229
"HS1BP3",694.6682
"HS2ST1",508.247
"HS3ST1",52.5508
"HS3ST2",19.1791
"HS3ST3A1",3.0687
"HS3ST3B1",0.7672
"HS3ST4",98.9643
"HS3ST5",106.636
"HS3ST6",0
"HS6ST1",790.5639
"HS6ST2",465.6694
"HS6ST3",16.4941
"HSBP1L1",34.906
"HSBP1",2991.5612
"HSCB",164.9405
"HSD11B1L",446.4902
"HSD11B1",48.715
"HSD11B2",14.1926
"HSD17B10",986.5746
"HSD17B11",968.1626
"HSD17B12",1983.1224
"HSD17B13",8.0552
"HSD17B14",314.9214
"HSD17B1",76.2332
"HSD17B2",0
"HSD17B3",24.1657
"HSD17B4",3291.1392
"HSD17B6",244.7257
"HSD17B7P2",145.3778
"HSD17B7",286.1527
"HSD17B8",233.6018
"HSD3B1",0
"HSD3B2",0
"HSD3B7",93.2106
"HSDL1",1059.0717
"HSDL2",1587.2651
"HSF1",1126.5823
"HSF2BP",267.7407
"HSF2",622.1711
"HSF4",313.1722
"HSF5",1.5343
"HSFX1",0
"HSFX2",57.5374
"HSFY2",0
"HSFYL1",0
"HSH2D",2.3015
"HSN2",6.1373
"HSP90AA1",17657.0771
"HSP90AB1",20732.6429
"HSP90AB2P",18.7956
"HSP90AB4P",0
"HSP90B1",8236.6705
"HSP90B3P",4.603
"HSPA12A",854.2386
"HSPA12B",185.654
"HSPA13",2043.7284
"HSPA14",439.5857
"HSPA1A",12281.051
"HSPA1B",2172.6122
"HSPA1L",159.1945
"HSPA2",5561.565
"HSPA4L",103.5673
"HSPA4",1318.3736
"HSPA5",5617.5681
"HSPA6",49.8657
"HSPA7",20.3299
"HSPA8",19003.4522
"HSPA9",6405.4469
"HSPB11",132.7196
"HSPB1",1071.73
"HSPB2",200.6137
"HSPB3",2.3015
"HSPB6",169.5435
"HSPB7",21.4806
"HSPB8",4049.8657
"HSPB9",3.4522
"HSPBAP1",164.9405
"HSPBP1",612.9651
"HSPC072",41.5995
"HSPC157",90.5255
"HSPC159",298.8109
"HSPD1",4860.3759
"HSPE1",1167.242
"HSPG2",178.013
"HSPH1",1430.7633
"HTATIP2",215.957
"HTATSF1",3169.16
"HTA",0
"HTN1",0
"HTN3",0
"HTR1A",5.7537
"HTR1B",1.5343
"HTR1D",3.0687
"HTR1E",0.3836
"HTR1F",6.1373
"HTR2A",142.3092
"HTR2B",6.9045
"HTR2C",1.5343
"HTR3A",0
"HTR3B",0
"HTR3C",0
"HTR3D",0
"HTR3E",0
"HTR4",0
"HTR5A",7.2881
"HTR6",8.0552
"HTR7P1",19.1791
"HTR7",4.603
"HTRA1",12101.2658
"HTRA2",743.8397
"HTRA3",10.3567
"HTRA4",1.1507
"HTT",1915.9954
"HULC",1.9179
"HUNK",116.2255
"HUS1B",0.7672
"HUS1",187.9555
"HUWE1",4862.2938
"HVCN1",288.8377
"HYAL1",34.906
"HYAL2",574.6068
"HYAL3",33.0226
"HYAL4",0
"HYALP1",0
"HYDIN",293.4407
"HYI",248.8914
"HYLS1",74.415
"HYMAI",1.1776
"HYOU1",2000
"IAH1",437.2842
"IAPP",1.1507
"IARS2",1530.8784
"IARS",1678.9413
"IBSP",0.7672
"IBTK",1329.4975
"ICA1L",665.8995
"ICA1",239.7392
"ICAM1",123.8972
"ICAM2",282.5201
"ICAM3",93.5942
"ICAM4",1.9179
"ICAM5",18.412
"ICK",1245.4929
"ICMT",786.728
"ICOSLG",634.8293
"ICOS",0
"ICT1",290.3721
"ID1",1669.7353
"ID2B",13.809
"ID2",3725.7384
"ID3",2005.7537
"ID4",5967.7791
"IDE",200.9973
"IDH1",2014.9597
"IDH2",2710.3951
"IDH3A",1108.1703
"IDH3B",1237.4377
"IDH3G",1083.2374
"IDI1",3524.603
"IDI2",59.8389
"IDO1",0
"IDO2",0.3836
"IDS",6418.8147
"IDUA",273.8358
"IER2",2466.8201
"IER3IP1",616.4173
"IER3",247.7944
"IER5L",149.2137
"IER5",581.8949
"IFFO1",721.1354
"IFFO2",429.229
"IFI16",1055.2359
"IFI27L1",105.8688
"IFI27L2",841.9639
"IFI27",396.6245
"IFI30",143.8435
"IFI35",298.0437
"IFI44L",682.01
"IFI44",266.59
"IFI6",695.0518
"IFIH1",205.6003
"IFIT1B",1.5343
"IFIT1",1014.5761
"IFIT2",1169.5435
"IFIT3",1178.3659
"IFIT5",818.5654
"IFITM1",388.9528
"IFITM2",346.7587
"IFITM3",2307.6333
"IFITM4P",0.3836
"IFITM5",2.6851
"IFLTD1",1.9179
"IFNA10",0
"IFNA13",1.1507
"IFNA14",0
"IFNA16",0
"IFNA17",0
"IFNA1",0.3836
"IFNA21",0
"IFNA2",0.7672
"IFNA4",0
"IFNA5",0
"IFNA6",0.3836
"IFNA7",0
"IFNA8",0
"IFNAR1",2166.0913
"IFNAR2",468.5999
"IFNB1",0
"IFNE",0
"IFNGR1",1633.295
"IFNGR2",652.4741
"IFNG",0
"IFNK",0
"IFNW1",0.3836
"IFRD1",947.8328
"IFRD2",477.7829
"IFT122",403.529
"IFT140",727.2727
"IFT172",648.2547
"IFT20",242.1749
"IFT27",663.598
"IFT46",610.28
"IFT52",513.6172
"IFT57",383.9662
"IFT74",204.8331
"IFT80",786.9083
"IFT81",533.5635
"IFT88",363.2528
"IGBP1",1690.0652
"IGDCC3",377.8289
"IGDCC4",609.8964
"IGF1R",2334.8677
