"Gene","Expression"
"KCNC1",489.4515
"KCNC2",51.0165
"KCNC3",146.5286
"KCNC4",84.0046
"KCND1",265.8228
"KCND2",1093.5942
"KCND3",43.3448
"KCNE1L",69.4285
"KCNE1",0.3836
"KCNE2",8.4388
"KCNE3",56.0031
"KCNE4",73.6479
"KCNF1",1204.4496
"KCNG1",18.0284
"KCNG2",4.2194
"KCNG3",0.3836
"KCNG4",1.9179
"KCNH1",170.3107
"KCNH2",722.6697
"KCNH3",108.5539
"KCNH4",10.7403
"KCNH5",1.5343
"KCNH6",1.5343
"KCNH7",25.3165
"KCNH8",919.4476
"KCNIP1",814.7296
"KCNIP2",1416.5708
"KCNIP3",2740.6981
"KCNIP4",75.9494
"KCNJ10",9881.8565
"KCNJ11",769.0832
"KCNJ12",47.1807
"KCNJ13",0
"KCNJ14",24.1657
"KCNJ15",0.3836
"KCNJ16",1341.3886
"KCNJ1",2.3015
"KCNJ2",294.2079
"KCNJ3",36.4404
"KCNJ4",62.9076
"KCNJ5",51.4001
"KCNJ6",3.4522
"KCNJ8",242.0407
"KCNJ9",499.8082
"KCNK10",342.5393
"KCNK12",36.0568
"KCNK13",27.618
"KCNK15",0.7672
"KCNK16",0
"KCNK17",2.6851
"KCNK18",0.3836
"KCNK1",378.5961
"KCNK2",430.3797
"KCNK3",680.4756
"KCNK4",100.56
"KCNK5",0.7672
"KCNK6",31.0702
"KCNK7",36.8239
"KCNK9",3.0687
"KCNMA1",719.6011
"KCNMB1",25.7
"KCNMB2",57.1538
"KCNMB3",31.8374
"KCNMB4",887.2267
"KCNN1",230.5332
"KCNN2",634.0621
"KCNN3",252.0138
"KCNN4",6.1373
"KCNQ1DN",23.015
"KCNQ1OT1",131.9524
"KCNQ1",75.5658
"KCNQ2",1456.0798
"KCNQ3",22.6314
"KCNQ4",2.3015
"KCNQ5",158.8032
"KCNRG",9.3172
"KCNS1",3.8358
"KCNS2",1.9179
"KCNS3",84.3882
"KCNT1",61.3732
"KCNT2",351.3617
"KCNU1",0.3836
"KCNV1",1.9179
"KCNV2",0
"KCP",3.4599
"KCTD10",856.9237
"KCTD11",476.0261
"KCTD12",3131.1853
"KCTD13",380.514
"KCTD14",23.7821
"KCTD15",1045.2628
"KCTD16",32.6045
"KCTD17",548.1396
"KCTD18",466.8201
"KCTD19",1.1507
"KCTD1",472.5738
"KCTD20",1848.1013
"KCTD21",767.5489
"KCTD2",1909.0909
"KCTD3",2698.8876
"KCTD4",131.1853
"KCTD5",1291.9064
"KCTD6",492.9037
"KCTD7",1112.5662
"KCTD8",66.7434
"KCTD9",143.0763
"KDELC1",120.0614
"KDELC2",220.9436
"KDELR1",1107.0196
"KDELR2",1924.8178
"KDELR3",16.4941
"KDM1A",1176.448
"KDM1B",520.5217
"KDM2A",1565.0173
"KDM2B",1080.3376
"KDM3A",1522.8232
"KDM3B",2977.7522
"KDM4A",663.5942
"KDM4B",2014.1926
"KDM4C",460.6828
"KDM4DL",0
"KDM4D",73.2643
"KDM5A",897.967
"KDM5B",1464.135
"KDM5C",2808.5923
"KDM5D",0
"KDM6A",708.8608
"KDM6B",924.4342
"KDR",492.9037
"KDSR",2048.715
"KEAP1",2336.0184
"KEL",25.7
"KERA",0
"KGFLP1",3.8358
"KGFLP2",305.4814
"KHDC1L",3.7591
"KHDC1",123.9739
"KHDRBS1",2973.1492
"KHDRBS2",7.6717
"KHDRBS3",1481.0127
"KHK",243.7284
"KHNYN",431.9102
"KHSRP",2689.298
"KIAA0020",251.6302
"KIAA0040",79.018
"KIAA0087",5.3702
"KIAA0090",696.2025
"KIAA0100",2536.0069
"KIAA0101",43.7284
"KIAA0114",1296.1258
"KIAA0125",0
"KIAA0141",1564.2501
"KIAA0146",519.3709
"KIAA0174",3498.2739
"KIAA0182",1308.784
"KIAA0195",4208.3966
"KIAA0196",1189.1063
"KIAA0226",1285.3855
"KIAA0232",2175.2973
"KIAA0240",600.3069
"KIAA0247",935.1745
"KIAA0284",621.7875
"KIAA0317",1082.4703
"KIAA0319L",1254.6989
"KIAA0319",48.715
"KIAA0355",736.4787
"KIAA0368",1553.8934
"KIAA0391",528.692
"KIAA0406",424.2424
"KIAA0408",12.4319
"KIAA0415",627.1577
"KIAA0427",2565.0173
"KIAA0430",2110.0882
"KIAA0467",712.1787
"KIAA0494",3081.3195
"KIAA0495",360.9513
"KIAA0513",713.4638
"KIAA0528",1077.4837
"KIAA0556",494.8216
"KIAA0562",571.1546
"KIAA0564",501.3425
"KIAA0586",281.9333
"KIAA0649",1120.8285
"KIAA0652",3069.0449
"KIAA0664P3",31.0702
"KIAA0664",1764.4802
"KIAA0748",2.6851
"KIAA0753",301.1124
"KIAA0754",78.2509
"KIAA0776",1188.7227
"KIAA0802",331.4154
"KIAA0831",898.7342
"KIAA0892",1704.6414
"KIAA0895L",1734.9866
"KIAA0895",141.1584
"KIAA0907",958.5731
"KIAA0913",2141.1584
"KIAA0922",258.9183
"KIAA0947",1306.4825
"KIAA1009",206.3675
"KIAA1012",981.2044
"KIAA1024",47.1807
"KIAA1033",1512.0829
"KIAA1045",107.0196
"KIAA1107",270.4258
"KIAA1109",2427.3111
"KIAA1143",1144.2271
"KIAA1147",4009.5896
"KIAA1161",845.4162
"KIAA1191",2092.0598
"KIAA1199",74.0315
"KIAA1210",0.7672
"KIAA1211",999.6164
"KIAA1217",99.3479
"KIAA1239",2.3015
"KIAA1244",716.916
"KIAA1257",2.6851
"KIAA1267",1268.8914
"KIAA1274",1075.5658
"KIAA1279",1431.1469
"KIAA1310",1169.9271
"KIAA1324L",538.9336
"KIAA1324",28.3851
"KIAA1328",185.2704
"KIAA1370",886.8431
"KIAA1377",350.5946
"KIAA1383",47.5643
"KIAA1407",236.6705
"KIAA1409",1174.5301
"KIAA1429",1045.6463
"KIAA1430",1159.5704
"KIAA1432",465.4584
"KIAA1462",788.646
"KIAA1467",541.2351
"KIAA1468",679.7085
"KIAA1486",17.2612
"KIAA1522",119.6778
"KIAA1524",67.8941
"KIAA1529",235.1362
"KIAA1530",298.8109
"KIAA1539",947.0656
"KIAA1543",524.3575
"KIAA1549",759.8773
"KIAA1586",300.3452
"KIAA1598",4674.7219
"KIAA1609",195.6272
"KIAA1614",71.6226
"KIAA1632",779.0564
"KIAA1644",744.5339
"KIAA1671",691.5995
"KIAA1683",72.8807
"KIAA1704",330.7748
"KIAA1712",503.1185
"KIAA1715",820.4833
"KIAA1731",313.7706
"KIAA1737",2244.7257
"KIAA1751",17.6448
"KIAA1755",1835.443
"KIAA1797",380.8976
"KIAA1804",4.9866
"KIAA1826",648.2547
"KIAA1841",261.987
"KIAA1875",66.3598
"KIAA1908",365.9379
"KIAA1919",40.2762
"KIAA1949",1141.9256
"KIAA1958",70.1956
"KIAA1967",3159.1868
"KIAA1984",12.6582
"KIAA2013",657.8443
"KIAA2018",467.9708
"KIAA2022",266.9735
"KIAA2026",1093.5942
"KIDINS220",4428.0783
"KIF11",126.9659
"KIF12",0
"KIF13A",2170.6943
"KIF13B",2118.527
"KIF14",13.0418
"KIF15",74.415
"KIF16B",230.9168
"KIF17",19.1791
"KIF18A",9.206
"KIF18B",67.8941
"KIF19",109.3211
"KIF1A",15497.8903
"KIF1B",6526.2754
"KIF1C",5191.4077
"KIF20A",12.2746
"KIF20B",83.2374
"KIF21A",1966.2447
"KIF21B",4505.5619
"KIF22",843.1147
"KIF23",13.0418
"KIF24",52.1672
"KIF25",3.8358
"KIF26A",565.0173
"KIF26B",146.9122
"KIF27",73.2643
"KIF2A",1553.1262
"KIF2B",0
"KIF2C",13.0418
"KIF3A",2871.8834
"KIF3B",1516.3023
"KIF3C",2544.6874
"KIF4A",34.5224
"KIF4B",1.5343
"KIF5A",3490.9858
"KIF5B",5831.6072
"KIF5C",7242.4242
"KIF6",290.3721
"KIF7",471.9639
"KIF9",54.4687
"KIFAP3",1612.9651
"KIFC1",56.3867
"KIFC2",387.9555
"KIFC3",1022.2478
"KILLIN",25.3165
"KIN",206.3675
"KIR2DL1",0
"KIR2DL3",0
"KIR2DL4",0
"KIR2DS4",0
"KIR3DL1",0
"KIR3DL2",0
"KIR3DL3",0
"KIR3DP1",0
"KIR3DX1",1.1507
"KIRREL2",47.9478
"KIRREL3",505.5619
"KIRREL",73.6479
"KISS1R",0
"KISS1",1.9179
"KITLG",380.514
"KIT",917.5297
"KLB",12.2746
"KLC1",3198.6958
"KLC2",743.3832
"KLC3",1.9179
"KLC4",912.6621
"KLF10",297.2766
"KLF11",127.733
"KLF12",1534.3306
"KLF13",2932.873
"KLF14",0
"KLF15",795.934
"KLF16",303.7975
"KLF17",0.3836
"KLF1",20.7135
"KLF2",372.0752
"KLF3",1519.2904
"KLF4",566.9352
"KLF5",17.2612
"KLF6",997.3149
"KLF7",91.2927
"KLF8",33.7553
"KLF9",1266.9735
"KLHDC10",568.4695
"KLHDC1",247.0272
"KLHDC2",1126.1987
"KLHDC3",3177.2152
"KLHDC4",334.5071
"KLHDC5",1664.3652
"KLHDC7A",0.3836
"KLHDC7B",2.3015
"KLHDC8A",225.163
"KLHDC8B",478.3276
"KLHDC9",97.0464
"KLHL10",0.7672
"KLHL11",88.224
"KLHL12",792.8654
"KLHL13",507.0963
"KLHL14",1.9179
"KLHL15",356.3483
"KLHL17",155.7346
"KLHL18",395.4737
"KLHL1",0.3836
"KLHL20",600.3069
"KLHL21",789.7967
"KLHL22",754.5071
"KLHL23",324.3422
"KLHL24",2197.5451
"KLHL25",1776.7549
"KLHL26",152.6659
"KLHL28",795.1669
"KLHL29",77.8673
"KLHL2",1009.5896
"KLHL30",3.4522
"KLHL31",5.7537
"KLHL32",1123.8972
"KLHL33",2.3015
"KLHL34",1.5343
"KLHL35",35.2896
"KLHL36",115.0748
"KLHL38",0.7672
"KLHL3",211.7376
"KLHL4",408.5155
"KLHL5",1712.6966
"KLHL6",54.8523
"KLHL7",1177.2152
"KLHL8",414.2693
"KLHL9",1423.0917
"KLK10",4.603
"KLK11",0
"KLK12",0
"KLK13",0
"KLK14",1.9179
"KLK15",0.3836
"KLK1",0
"KLK2",0
"KLK3",0
"KLK4",0
"KLK5",1.1507
"KLK6",2412.3514
"KLK7",1.5343
"KLK8",0
"KLK9",0
"KLKB1",16.4941
"KLKP1",0
"KLRA1",52.9344
"KLRAQ1",601.4576
"KLRB1",0
"KLRC1",2.3015
"KLRC2",1335.7883
"KLRC3",417.1845
"KLRC4",64.557
"KLRD1",1.1507
"KLRF1",3.8358
"KLRG1",43.3448
"KLRG2",0
"KLRK1",143.7284
"KL",14.9597
"KMO",4.6337
"KNCN",0.3836
"KNDC1",263.1377
"KNG1",0
"KNTC1",151.5152
"KPNA1",1601.8412
"KPNA2",558.8799
"KPNA3",1390.1036
"KPNA4",1605.2934
"KPNA5",117.7599
"KPNA6",948.2163
"KPNA7",0
"KPNB1",3622.9382
"KPRP",0
"KPTN",167.6256
"KRAS",1042.5777
"KRBA1",329.8811
"KRBA2",125.4315
"KRCC1",714.9981
"KREMEN1",373.6095
"KREMEN2",14.1926
"KRI1",993.832
"KRIT1",740.3145
"KRR1",525.6425
"KRT10",303.7975
"KRT12",0
"KRT13",0
"KRT14",0
"KRT15",0
"KRT16",0
"KRT17",3.4522
"KRT18",0.3836
"KRT19",0
"KRT1",0.7672
"KRT20",0.3836
"KRT222",86.6897
"KRT23",0
"KRT24",0
"KRT25",0
"KRT26",0
"KRT27",0
"KRT28",0
"KRT2",0
"KRT31",1.1507
"KRT32",0
"KRT33A",0
"KRT33B",0.3836
"KRT34",0
"KRT35",0
"KRT36",0.3836
"KRT37",0
"KRT38",0
"KRT39",0.3836
"KRT3",0
"KRT40",0.7672
"KRT4",0
"KRT5",0
"KRT6A",0
"KRT6B",0
"KRT6C",0
"KRT71",0.3836
"KRT72",0
"KRT73",0
"KRT74",0
"KRT75",0
"KRT76",0
"KRT77",0
"KRT78",0
"KRT79",0
"KRT7",0
"KRT80",0
"KRT81",4.2194
"KRT82",0
"KRT83",2.3015
"KRT84",0.3836
"KRT85",0
"KRT86",3.0687
"KRT8",0.3836
"KRT9",0
"KRTAP1-1",0
"KRTAP1-3",0
"KRTAP1-5",0
"KRTAP10-10",0
"KRTAP10-11",0
"KRTAP10-12",0
"KRTAP10-1",0
"KRTAP10-2",0
"KRTAP10-3",0
"KRTAP10-4",0
"KRTAP10-5",0
"KRTAP10-6",0
"KRTAP10-7",0
"KRTAP10-8",0
"KRTAP10-9",0
"KRTAP11-1",0
"KRTAP12-1",0
"KRTAP12-2",0
"KRTAP12-3",0
"KRTAP12-4",0
"KRTAP13-1",0
"KRTAP13-2",0
"KRTAP13-3",0
"KRTAP13-4",0
"KRTAP15-1",0
"KRTAP17-1",0
"KRTAP19-1",0
"KRTAP19-2",0
"KRTAP19-3",0
"KRTAP19-4",0
"KRTAP19-5",0
"KRTAP19-6",0
"KRTAP19-7",0
"KRTAP19-8",0
"KRTAP2-1",0
"KRTAP2-2",0
"KRTAP2-4",0
"KRTAP20-1",0
"KRTAP20-2",0
"KRTAP20-3",0
"KRTAP20-4",0
"KRTAP21-1",0
"KRTAP21-2",0
"KRTAP22-1",0
"KRTAP23-1",0
"KRTAP24-1",0
"KRTAP25-1",0
"KRTAP26-1",0
"KRTAP27-1",0
"KRTAP3-1",0
"KRTAP3-2",0
"KRTAP3-3",0
"KRTAP4-11",0
"KRTAP4-12",0
"KRTAP4-1",0
"KRTAP4-2",0
"KRTAP4-3",0
"KRTAP4-4",0
"KRTAP4-5",0
"KRTAP4-7",0
"KRTAP4-8",0
"KRTAP4-9",0
"KRTAP5-10",0.7672
"KRTAP5-11",0
"KRTAP5-1",8.4388
"KRTAP5-2",0
"KRTAP5-3",0
"KRTAP5-4",0
"KRTAP5-5",0
"KRTAP5-6",0
"KRTAP5-7",3.0687
"KRTAP5-8",0.3836
"KRTAP5-9",5.3702
"KRTAP6-1",0
"KRTAP6-2",0
"KRTAP6-3",0
"KRTAP7-1",0
"KRTAP8-1",0
"KRTAP9-2",0
"KRTAP9-4",0
"KRTAP9-8",0
"KRTAP9-9",0
"KRTCAP2",813.1952
"KRTCAP3",19.1791
"KRTDAP",0
"KSR1",1542.3859
"KSR2",506.3291
"KTELC1",424.626
"KTI12",112.7733
"KTN1",4983.8895
"KYNU",5.3702
"KY",65.9762
"L1CAM",1456.0798
"L1TD1",0.7672
"L2HGDH",312.2363
"L3MBTL2",891.6226
"L3MBTL3",167.6256
"L3MBTL4",151.1316
"L3MBTL",396.6245
"LACE1",60.9896
"LACRT",0
"LACTB2",169.9271
"LACTB",189.4898
"LAD1",0
"LAG3",11.8911
"LAGE3",266.59
"LAIR1",195.6272
"LAIR2",0
"LALBA",0
"LAMA1",585.3471
"LAMA2",143.4599
"LAMA3",72.1135
"LAMA4",227.0809
"LAMA5",1366.3214
"LAMB1",82.4703
"LAMB2L",84.7718
"LAMB2",1759.8773
"LAMB3",102.8002
"LAMB4",2.6851
"LAMC1",540.0844
"LAMC2",1.9179
"LAMC3",126.5823
"LAMP1",5735.328
"LAMP2",7815.4967
"LAMP3",1.1507
"LANCL1",6024.5493
"LANCL2",1875.3356
"LANCL3",1.9179
"LAP3",1340.6214
"LAPTM4A",2845.4162
"LAPTM4B",3250.4795
"LAPTM5",2238.2048
"LARGE",750.6713
"LARP1B",229.766
"LARP1",3845.4162
"LARP4B",1225.163
"LARP4",756.0414
"LARP6",1729.9578
"LARP7",819.7161
"LARS2",754.5071
"LARS",3378.9797
"LAS1L",779.44
"LASP1",3772.5355
"LASS1",2000.3184
"LASS2",3444.5723
"LASS3",2.3015
"LASS4",1113.1569
"LASS5",1052.9344
"LASS6",500.5984
"LAT2",213.6555
"LATS1",293.0572
"LATS2",117.3763
"LAT",108.0667
"LAX1",1.9179
"LAYN",538.5501
"LBH",404.6797
"LBP",1.1507
"LBR",1102.033
"LBX1",0
"LBX2",5.3702
"LBXCOR1",14.1926
"LCA5L",16.4941
"LCA5",267.3571
"LCAT",1434.4994
"LCE1A",0
"LCE1B",0
"LCE1C",0.3836
"LCE1D",0
"LCE1E",1.1507
"LCE1F",0
"LCE2A",0
"LCE2B",0
"LCE2C",0
"LCE2D",0
"LCE3A",0
"LCE3B",0
"LCE3C",0
"LCE3D",0
"LCE3E",0
"LCE4A",0
"LCE5A",0
"LCE6A",0
"LCK",1.1507
"LCLAT1",334.4841
"LCMT1",523.5903
"LCMT2",277.7138
"LCN10",1.5343
"LCN12",37.2075
"LCN15",0.3836
"LCN1",0
"LCN2",0
"LCN6",0.3836
"LCN8",0.3836
"LCN9",0
"LCNL1",194.86
"LCORL",134.4687
"LCOR",55.631
"LCP1",368.6229
"LCP2",90.5255
"LCTL",8.6383
"LCT",0
"LDB1",1345.608
"LDB2",298.4273
"LDB3",913.3103
"LDHAL6A",1.1507
"LDHAL6B",0
"LDHA",765.2474
"LDHB",16438.8186
"LDHC",0
"LDHD",314.5378
"LDLRAD1",0
"LDLRAD2",7.641
"LDLRAD3",1100.1151
"LDLRAP1",990.4104
"LDLR",993.0955
"LDOC1L",3057.5374
"LDOC1",1326.8124
"LEAP2",12.6582
"LECT1",21.8642
"LECT2",0
"LEF1",294.2079
"LEFTY1",16.8776
"LEFTY2",2.6851
"LEKR1",8.4388
"LELP1",0
"LEMD1",0.7672
"LEMD2",927.8865
"LEMD3",889.1446
"LENEP",0.3836
"LENG1",135.7883
"LENG8",3564.2386
"LENG9",32.616
"LEO1",570.0038
"LEPRE1",254.3153
"LEPREL1",71.73
"LEPREL2",242.4242
"LEPROTL1",1635.2129
"LEPROT",233.5788
"LEPR",222.1174
"LEP",0
"LETM1",1242.8078
"LETM2",82.0867
"LETMD1",1286.5362
"LEUTX",0
"LFNG",1455.3126
"LGALS12",0.3836
"LGALS13",0
"LGALS14",0
"LGALS1",912.9267
"LGALS2",3.0687
"LGALS3BP",4887.6103
"LGALS3",246.2601
"LGALS4",2.6851
"LGALS7B",0
"LGALS7",0
"LGALS8",171.845
"LGALS9B",0
"LGALS9C",9.5896
"LGALS9",625.2397
"LGI1",192.1749
"LGI2",24.9329
"LGI3",2964.7104
"LGI4",241.2735
"LGMN",1305.7154
"LGR4",610.28
"LGR5",608.7457
"LGR6",0
"LGSN",1.1507
"LGTN",707.3264
"LHB",0
"LHCGR",1.9179
"LHFPL1",25.7
"LHFPL2",451.4768
"LHFPL3",5739.1638
"LHFPL4",2157.2689
"LHFPL5",1.1507
"LHFP",683.1607
"LHPP",2437.6678
"LHX1",0
"LHX2",219.4093
"LHX3",102.8002
"LHX4",3.6018
"LHX5",206.7511
"LHX6",22.2478
"LHX8",0
"LHX9",0.7672
"LIAS",329.8811
"LIFR",3062.524
"LIF",20.3299
"LIG1",366.705
"LIG3",372.4588
"LIG4",540.468
"LILRA1",7.6717
"LILRA2",69.0449
"LILRA3",0
"LILRA4",156.8853
"LILRA5",1.1507
"LILRA6",7.5566
"LILRB1",89.3748
"LILRB2",13.809
"LILRB3",10.0882
"LILRB4",309.1676
"LILRB5",6.9045
"LILRP2",0
"LIM2",0
"LIMA1",3384.7334
"LIMCH1",3631.3771
"LIMD1",483.6018
"LIMD2",246.8585
"LIME1",89.6778
"LIMK1",943.2298
"LIMK2",652.4741
"LIMS1",148.4465
"LIMS2",1017.6448
"LIMS3-LOC440895",3.4522
"LIMS3",0
"LIN28A",0.3836
"LIN28B",0.3836
"LIN37",116.3867
"LIN52",169.5435
"LIN54",546.2217
"LIN7A",31.4538
"LIN7B",39.8926
"LIN7C",644.4189
"LIN9",109.7046
"LINGO1",4031.8374
"LINGO2",1.5343
"LINGO3",4.2194
"LINGO4",0.7672
"LINS1",258.9183
"LIPA",3456.847
"LIPC",14.5761
"LIPE",1176.425
"LIPF",0
"LIPG",619.486
"LIPH",0.7672
"LIPI",1.1507
"LIPJ",0
"LIPK",0
"LIPM",0
"LIPN",0
"LIPT1",152.2823
"LIPT2",8.4388
"LITAF",2570.3874
"LIX1L",1428.4618
"LIX1",1609.8964
"LLGL1",4527.8097
"LLGL2",181.4346
"LLPH",470.7672
"LMAN1L",0.3836
"LMAN1",1565.7844
"LMAN2L",488.6843
"LMAN2",1398.5424
"LMBR1L",623.3218
"LMBR1",1306.099
"LMBRD1",2207.5182
"LMBRD2",154.2002
"LMCD1",217.875
"LMF1",303.4139
"LMF2",1172.2286
"LMLN",230.5332
"LMNA",1692.7503
"LMNB1",413.5021
"LMNB2",847.3341
"LMO1",43.3448
"LMO2",995.7806
"LMO3",2798.6191
"LMO4",1185.654
"LMO7",87.4568
"LMOD1",421.9409
"LMOD2",0.3836
"LMOD3",8.0552
"LMTK2",299.5781
"LMTK3",462.2171
"LMX1A",0
"LMX1B",2.3015
"LNP1",294.3959
"LNPEP",69.4208
"LNX1",586.8815
"LNX2",149.5972
"LOC100009676",61.822
"LOC100101266",15.3433
"LOC100101938",0.3836
"LOC100124692",0.3836
"LOC100125556",29.206
"LOC100126784",117.4147
"LOC100127888",1.9371
"LOC100128023",0
"LOC100128076",1.1507
"LOC100128164",22.6314
"LOC100128191",49.8159
"LOC100128239",169.16
"LOC100128288",249.7123
"LOC100128292",12.2746
"LOC100128542",0
"LOC100128554",0
"LOC100128573",2.3015
"LOC100128640",31.4538
"LOC100128675",14.5761
"LOC100128788",16.4941
"LOC100128811",3.5405
"LOC100128822",385.5006
"LOC100128842",29.1523
"LOC100128977",16.1105
"LOC100129034",988.4925
"LOC100129055",1.5343
"LOC100129066",1.5343
"LOC100129387",324.392
"LOC100129534",23.7821
"LOC100129550",237.8213
"LOC100129637",285.3625
"LOC100129716",4.9866
"LOC100129726",14.9597
"LOC100129935",0
"LOC100130015",34.6337
"LOC100130093",24.7909
"LOC100130148",9.9731
"LOC100130238",1.1507
"LOC100130264",0.3836
"LOC100130274",0
"LOC100130331",2.3015
"LOC100130386",0
"LOC100130522",15.7269
"LOC100130557",89.3901
"LOC100130581",40.6598
"LOC100130691",18.5386
"LOC100130776",39.9386
"LOC100130872",0.7672
"LOC100130932",55.2359
"LOC100130933",34.1389
"LOC100130987",6.9045
"LOC100131193",26.0836
"LOC100131434",18.8531
"LOC100131496",0.3836
"LOC100131551",0
"LOC100131691",20.8937
"LOC100131726",0
"LOC100132111",1.9179
"LOC100132215",29.9194
"LOC100132247",391.2543
"LOC100132287",237.0541
"LOC100132288",131.9524
"LOC100132354",0
"LOC100132707",39.789
"LOC100132724",3.0687
"LOC100132831",0.3836
"LOC100132832",2.7349
"LOC100133050",0
"LOC100133161",18.0284
"LOC100133308",1.5343
"LOC100133331",85.9724
"LOC100133469",0
"LOC100133545",40.2762
"LOC100133612",1.1507
"LOC100133669",5.7537
"LOC100133893",1.1507
"LOC100133920",0
"LOC100133957",5.2397
"LOC100133985",31.4538
"LOC100133991",9.5896
"LOC100134229",76.3329
"LOC100134259",8.0552
"LOC100134368",6.1373
"LOC100134713",15.3471
"LOC100134868",8.0552
"LOC100144603",2.3015
"LOC100144604",0
"LOC100169752",0
"LOC100170939",50.6329
"LOC100188947",8.8224
"LOC100188949",0.7672
"LOC100189589",9.5896
"LOC100190938",184.8868
"LOC100190939",209.0526
"LOC100190940",0.3836
"LOC100190986",117.7599
"LOC100192378",87.0733
"LOC100192379",0
"LOC100192426",0
"LOC100216001",0
"LOC100216545",116.6091
"LOC100233209",7.2881
"LOC100240726",1.1507
"LOC100240734",0
"LOC100240735",1.9179
"LOC100268168",36.4404
"LOC100270710",30.8861
"LOC100270746",47.1807
"LOC100270804",100.326
"LOC100271722",37.5911
"LOC100271831",18.903
"LOC100271832",1.9179
"LOC100271836",173.0648
"LOC100272146",47.5643
"LOC100272216",9.4707
"LOC100272217",62.1404
"LOC100272228",39.1254
"LOC100286793",208.669
"LOC100286844",50.7557
"LOC100287227",7.2957
"LOC100287704",0
"LOC100287718",0
"LOC100288778",729.4707
"LOC100289341",106.2524
"LOC100302401",11.5075
"LOC100302640",24.1657
"LOC100302650",18.412
"LOC100303728",100.1151
"LOC113230",76.7165
"LOC115110",16.728
"LOC116437",0.3836
"LOC121838",1.5343
"LOC121952",1.1507
"LOC126536",0
"LOC127841",0.3836
"LOC134466",161.1047
"LOC143188",15.7269
"LOC143666",33.3717
"LOC144438",566.5516
"LOC144486",31.0702
"LOC144571",14.2002
"LOC144742",0
"LOC144776",0
"LOC145474",0
"LOC145783",72.1672
"LOC145820",11.8911
"LOC145837",47.5643
"LOC145845",0
"LOC146336",4.9866
"LOC146481",0
"LOC146880",403.3333
"LOC147727",1292.29
"LOC147804",100.1151
"LOC148145",11.1239
"LOC148189",85.5389
"LOC148413",323.8742
"LOC148696",0.3836
"LOC148709",6.1373
"LOC148824",1.9179
"LOC149134",9.9731
"LOC149620",0
"LOC149837",125.4315
"LOC150185",0
"LOC150197",0
"LOC150381",33.2144
"LOC150527",0
"LOC150568",289.6049
"LOC150622",2383.1991
"LOC150776",596.8546
"LOC150786",67.5105
"LOC151009",4.603
"LOC151162",2190.6406
"LOC151174",34.5224
"LOC151300",0
"LOC151534",14.5761
"LOC151658",0
"LOC152024",0
"LOC152217",400.0767
"LOC152225",0
"LOC153328",265.0556
"LOC153684",23.7821
"LOC153910",0
"LOC154449",0.3836
"LOC154761",7.104
"LOC154822",126.4097
"LOC157381",1.1507
"LOC157627",469.8888
"LOC158376",30.6866
"LOC158572",42.9613
"LOC158696",13.4254
"LOC162632",1383.5558
"LOC168474",23.7821
"LOC200030",577.2919
"LOC200726",0.3836
"LOC201651",0.3836
"LOC202181",6.9045
"LOC202781",388.1857
"LOC219347",202.1481
"LOC220429",0.3836
"LOC220594",78.7534
"LOC220729",133.4868
"LOC220930",149.9233
"LOC221122",0
"LOC221442",105.1016
"LOC221710",1342.1557
"LOC222699",26.0836
"LOC253039",134.2539
"LOC253724",9.206
"LOC254312",0
"LOC254559",3185.654
"LOC255025",0
"LOC255167",15.7269
"LOC256880",17.2612
"LOC257358",0.7672
"LOC25845",361.9371
"LOC26102",10.3567
"LOC282997",108.1703
"LOC283050",13.4254
"LOC283070",507.4799
"LOC283174",1738.7802
"LOC283267",650.5562
"LOC283314",1.5382
"LOC283332",0.3836
"LOC283392",15.7729
"LOC283404",0
"LOC283663",45.2628
"LOC283731",0.3836
"LOC283761",60.2225
"LOC283856",40.6598
"LOC283867",0
"LOC283914",0
"LOC283922",28.7687
"LOC283999",813.5788
"LOC284009",0.7672
"LOC284023",94.7449
"LOC284100",0
"LOC284232",4.603
"LOC284233",1.1507
"LOC284276",0.3836
"LOC284379",0
"LOC284440",300.3452
"LOC284441",52.9344
"LOC284551",0
"LOC284578",7.2881
"LOC284632",0
"LOC284661",0.3836
"LOC284688",1.1507
"LOC284749",1.5343
"LOC284788",0
"LOC284798",0
"LOC284837",6.9045
"LOC284900",489.9156
"LOC285033",25.42
"LOC285045",1.5343
"LOC285074",114.3076
"LOC285194",0
"LOC285205",2.6851
"LOC285359",142.3092
"LOC285370",7.6717
"LOC285375",0
"LOC285401",5.7537
"LOC285419",0.3836
"LOC285456",4.9866
"LOC285501",0
"LOC285548",0
"LOC285593",5.7537
"LOC285627",0
"LOC285629",0
"LOC285692",0
"LOC285696",19.9463
"LOC285733",0.7672
"LOC285735",0
"LOC285740",0.7672
"LOC285768",1.1507
"LOC285780",0.7672
"LOC285796",26.0836
"LOC285830",7.7215
"LOC285847",2.3015
"LOC285954",54.4687
"LOC286002",12.6582
"LOC286094",0
"LOC286135",0
"LOC286238",0
"LOC286359",0
"LOC286367",19.5627
"LOC286467",34.906
"LOC29034",0
"LOC338588",0
"LOC338651",6.1373
"LOC338758",84.0046
"LOC338799",947.8328
"LOC339047",1209.4361
"LOC339240",0.3836
"LOC339290",1079.555
"LOC339524",9.9731
"LOC339535",3.8358
"LOC339568",0
"LOC339674",443.038
"LOC339788",6.5209
"LOC340017",0
"LOC340074",0
